,C9,I9,C11,I11,C16,I16,I1,I2,I3,L1,L2,L3,B1,B2,B3
"MSTRG.10234",6.768664,7.411512,5.402687,6.098502,5.328053,6.145542,1.418512,1.249591,0.833167,0,0.079069,0.022718,2.971167,1.807454,3.193323
"MSTRG.10235",6.843413,6.202448,8.070333,8.58035,4.745978,4.025518,1.707208,1.339408,0.954252,10.255141,9.889377,7.84607,6.086222,8.053133,8.868357
"MSTRG.10236",0.328394,0.514759,0.409213,0.668992,0.416078,0.229778,0.031002,0.068782,0.079783,39.377793,48.828249,41.078401,0.313439,0.464188,1.006225
"MSTRG.10237",0.295564,0.09203,0.601292,0.348096,0.687946,0.118758,0.11829,0.103214,0.053573,19.78371,32.642019,23.5788,0.195827,0.540772,0.225971
"MSTRG.10238",1.492746,1.32365,1.118183,1.328151,0.239891,0.77214,0.124111,0.213982,0.266509,5.482201,4.877894,4.345127,2.305482,2.247071,1.201702
"MSTRG.10239",2.099179,2.466676,1.887886,2.595464,1.361987,1.571172,0.199912,0.59546,0.275708,71.554634,70.505943,65.317606,26.824545,33.887119,29.606134
"MSTRG.1024",31.384514,43.212849,44.987544,47.860429,48.219153,54.314589,29.526617,46.22764,22.557575,10.050859,7.87998,7.089145,3.826078,4.987044,7.145027
"MSTRG.10240",15.359445,21.234169,20.240866,21.417459,18.365725,22.901745,9.614936,16.918198,8.819483,4.874726,6.002282,5.357222,6.44194,4.744453,7.322805
"MSTRG.10241",10.78187,12.830121,12.31758,12.657811,8.847021,9.571001,4.018764,4.300127,3.981446,5.108687,5.831303,4.810299,6.732952,8.01118,8.519101
"MSTRG.10242",1.654307,1.540401,1.473972,1.341089,1.698041,2.150497,0.57615,1.186355,0.613657,0.326744,0.656789,0.398692,3.436429,1.995447,3.340037
"MSTRG.10243",12.411125,16.739454,16.272806,17.664398,16.26288,16.956358,10.986791,13.570587,10.899912,4.759451,5.326642,4.506372,17.790823,20.248896,26.217192
"MSTRG.10244",1.172821,1.318882,1.740789,1.86128,1.338922,1.250118,0.224283,0.395366,0.201983,0.325266,1.079499,0.784729,0.802998,0.36118,0.96143
"MSTRG.10246",3.387008,2.760502,3.450962,4.842316,1.648491,1.99332,0.959577,22.927977,1.315206,0,0.010335,0,0.106488,0.185859,0.113359
"MSTRG.10248",10.845034,13.629429,13.687536,14.641454,10.765581,12.531434,7.716313,11.97763,7.005044,2.950571,3.898135,3.055982,4.338317,4.307956,5.693547
"MSTRG.10249",24.823403,32.780171,22.030394,24.293516,28.007621,29.861107,11.590709,17.821522,11.776601,9.879636,10.496897,9.242167,21.648397,24.160812,27.151216
"MSTRG.1025",14.982564,14.693842,18.370707,19.603435,12.863441,14.636857,7.537383,10.216596,7.680468,5.721541,6.121381,4.529585,14.802902,9.87591,17.115029
"MSTRG.10250",115.437771,103.649658,113.92437,118.945728,77.418747,79.666954,178.274408,101.474113,91.873985,97.949684,112.32317,102.118672,52.877312,35.11216,65.73111
"MSTRG.10251",14.617913,16.984806,15.121883,14.853176,2.181806,8.031162,5.483902,6.528479,3.805716,6.4456,5.263249,5.663377,8.98406,7.27128,10.876259
"MSTRG.10252",32.407593,45.130226,29.661737,32.11338,14.266261,14.735983,4.040392,5.560916,4.065824,0.071275,0.178478,0.073197,15.553873,24.352768,18.971605
"MSTRG.10253",26.155088,35.745098,27.053245,29.577072,23.548459,27.899277,7.722222,14.695904,7.79168,7.684147,7.610979,7.389041,21.477412,22.215531,22.802332
"MSTRG.10254",31.301628,37.028899,32.348243,35.000905,22.088256,24.996825,11.634847,17.11301,10.263003,99.592257,122.434074,117.119896,41.113961,49.790084,51.654718
"MSTRG.10255",25.01063,29.119999,26.858536,28.975067,18.276672,17.272366,9.586661,12.744281,7.69018,7.688175,8.794225,6.877371,21.400152,24.999344,29.901123
"MSTRG.10256",12.214221,17.331032,17.666235,18.226366,15.253322,17.445562,4.056966,6.415785,3.497931,7.349339,6.876695,6.063832,8.950657,7.928761,9.210135
"MSTRG.10257",2.24511,2.651197,2.901464,2.698322,3.269221,3.668172,1.473429,1.360299,1.02578,1.896001,1.894027,1.541522,11.199443,12.228217,9.488758
"MSTRG.10258",9.889287,11.811881,13.507976,14.719949,15.855398,16.117792,3.874636,4.399224,4.035363,0,0.010879,0,41.063542,28.018556,103.101742
"MSTRG.10259",31.205245,39.341704,36.873035,39.576207,36.940342,36.518243,18.991664,27.962456,19.172025,18.433116,20.098664,16.952302,38.135964,35.053213,60.364341
"MSTRG.1026",3.490688,4.163835,3.524303,5.15984,3.438062,2.992523,0.988347,1.459501,1.209601,1.351351,1.22777,1.261594,2.837039,1.934067,3.179682
"MSTRG.10261",6.16107,9.152215,6.05759,7.910605,16.108337,19.131335,3.42927,5.796211,3.699445,0.558299,0.519522,0.679302,4.977512,2.925196,5.809473
"MSTRG.10263",2.281421,2.90396,2.034557,2.327378,2.657326,2.610171,1.598447,1.606968,1.585747,4.011685,3.629815,3.113184,3.368121,3.437687,4.184875
"MSTRG.10264",2.956516,3.610412,1.412801,2.159911,3.506187,3.716001,0.672209,1.425706,0.855962,5.857225,4.296325,3.926602,4.106489,2.866047,5.035616
"MSTRG.10267",44.530579,49.261572,41.780849,40.634536,34.667871,38.562368,24.168983,47.131583,24.283597,16.236267,16.693432,14.167569,23.37634,22.443292,32.26217
"MSTRG.10268",24.74736,29.161076,31.607976,29.363186,25.183047,26.411232,11.025349,13.026034,8.258197,5.224211,3.893272,5.247828,5.854092,6.488135,7.416775
"MSTRG.10269",0,0.18611,0.382397,0.34753,0.179202,0.16647,0.349085,0.366138,0.253919,1.3093,1.51653,1.377012,6.565248,4.004181,5.233983
"MSTRG.1027",2.668947,4.061028,4.156362,4.636055,4.637458,5.691266,1.343751,2.839914,1.136744,0.838592,1.00493,0.816392,0.635326,0.347813,0.582224
"MSTRG.10270",110.388283,117.51766,104.691735,106.082365,100.481969,103.827066,100.238425,119.730699,77.077104,77.35073,51.620137,51.384205,23.613608,32.024093,28.219126
"MSTRG.10271",8.433547,10.060069,7.250196,10.045285,10.802501,10.588606,7.210834,8.48608,6.913079,8.085396,8.234206,7.502587,3.791388,4.28714,5.869996
"MSTRG.10272",46.539123,45.201357,35.467255,38.069497,25.28465,27.35338,22.503904,16.102281,14.789381,27.251385,26.85344,27.45379,12.214167,13.313262,14.831059
"MSTRG.10275",22.933967,28.262647,25.079412,26.833894,23.671883,24.646663,13.545465,29.943089,13.508951,6.064789,5.970954,4.991444,13.010584,11.708885,17.912529
"MSTRG.10276",4.09379,4.393775,2.258634,3.469633,5.696388,6.897254,0.617349,1.569004,0.669746,0.937374,1.423919,1.539525,3.057748,0.994308,2.749918
"MSTRG.10277",37.749469,45.59803,44.550371,44.97562,35.041768,35.977121,17.612292,26.470385,14.271577,10.729295,10.087786,9.753901,19.421131,14.450027,27.86347
"MSTRG.10278",2.723192,3.200194,3.63357,3.540911,1.831651,2.3531,0.7743,1.064684,0.80396,1.622279,1.79009,1.16656,1.256735,1.255747,1.527819
"MSTRG.10280",20.007963,27.855947,25.449703,30.789623,31.985717,38.871618,6.285081,8.438778,6.198411,3.453766,3.026561,3.34567,10.959401,10.433132,18.980918
"MSTRG.10281",3.69552,3.680516,5.21066,4.745837,2.510645,2.572591,1.332908,1.507003,1.32642,1.316833,1.751439,1.300845,3.375777,3.021236,4.792266
"MSTRG.10282",1.471002,1.486426,2.203002,1.680546,0.585358,1.380252,0.539694,0.674961,0.314703,0,0,0.042924,0,0,0.169201
"MSTRG.10283",24.536703,30.265478,19.616299,22.835983,26.295408,24.169081,17.461096,47.57238,22.275492,16.087421,13.974582,11.174912,20.799782,12.291998,32.846519
"MSTRG.10284",15.740005,18.16887,14.942769,16.119272,23.490414,22.916457,11.817076,14.168719,10.191129,3.633896,2.01732,1.639851,0.288239,0.070058,0.580678
"MSTRG.10285",65.620372,75.097343,69.537386,77.437817,63.301575,55.141536,42.552917,48.581349,32.120941,11.16596,10.642505,10.068349,27.625663,38.393937,34.999413
"MSTRG.10286",57.314041,80.003415,63.121317,64.862251,88.334419,95.038833,31.083853,61.8204,34.725236,0,0.013155,0.046414,128.089056,117.018144,172.949257
"MSTRG.10287",1.72696,2.146381,0.708455,0.848925,2.021425,2.399324,0.303338,0.798981,0.282969,0,0,0,3.14993,2.777659,2.272071
"MSTRG.10288",657.394612,687.094029,742.743987,747.340656,545.671921,541.221302,287.502346,369.180826,242.650547,459.303443,478.376963,411.994761,437.838304,639.150423,853.852729
"MSTRG.10289",11.352528,10.390247,11.851963,12.772435,11.950458,14.43481,7.713162,10.246998,7.460004,5.28335,5.457452,4.903326,21.375968,25.038178,30.64221
"MSTRG.1029",11.484191,13.878552,11.580807,11.629247,9.298142,9.620582,2.001291,4.189064,2.175246,4.286371,5.035588,3.29324,5.940116,4.085264,6.466907
"MSTRG.10292",19.510172,24.556859,23.266094,19.460394,9.854943,11.712045,9.497422,15.424771,10.169996,16.000171,13.427906,17.085756,12.02341,14.677503,18.886715
"MSTRG.10293",13.087472,21.530793,18.861589,18.963616,10.895671,11.493713,4.015875,5.144097,2.893468,5.367256,3.990986,3.208914,10.93517,5.549109,10.997832
"MSTRG.10295",9.633099,11.864406,18.465916,13.777133,10.534625,9.646597,4.314045,6.698892,4.67055,5.891573,5.50932,4.009777,4.487575,5.861905,6.239257
"MSTRG.10296",64.861195,72.665375,60.574479,60.938973,62.622762,61.135452,41.943663,49.464118,35.481931,14.384117,13.318984,11.173925,18.277933,21.391602,30.173644
"MSTRG.10297",40.88509,58.362692,48.739371,53.911497,56.802289,58.021145,34.889264,54.876602,31.765827,41.43479,45.779335,34.20685,65.049336,38.154362,77.037315
"MSTRG.10298",17.243774,25.322732,21.925134,23.29365,12.497032,14.568469,4.215133,6.265314,3.400772,6.244311,5.274576,4.19757,10.018208,6.722503,11.788057
"MSTRG.103",3303.869385,1441.38147,1161.768311,959.080811,2049.200684,2292.053711,202.278122,784.714661,219.46759,473.678162,711.611877,811.332825,8540.542969,4573.231934,3823.382324
"MSTRG.1030",1.131399,0.90418,1.0823,1.275916,2.040868,2.123896,0.872784,1.114495,0.787075,0.591141,0.498041,0.590304,0.180662,0.097356,0.256167
"MSTRG.10300",2.63881,2.996324,2.466016,3.714131,0.810291,0.602097,1.558752,0.980335,2.077207,0,0,0.063489,1.85934,1.76551,1.902513
"MSTRG.10301",1.277464,0.979488,2.058309,1.958448,2.351233,1.995028,2.908893,2.488787,2.784781,0.218458,0.158417,0.081346,9.527455,7.757048,10.301242
"MSTRG.10302",29.282398,28.733095,26.37226,25.711426,10.72208,11.325972,22.767386,23.777034,14.65865,2.792869,2.858497,4.616912,1.370561,2.488426,2.147685
"MSTRG.10303",9.060752,11.858015,22.70405,14.149929,18.337248,12.324434,8.156616,13.658906,6.810197,12.447644,11.137557,11.257668,10.781594,9.40504,15.251689
"MSTRG.10304",1.355088,2.233039,1.073737,1.133192,0.221332,0.511081,0.386344,0.56503,0.396015,0.102144,0.072421,0.027557,19.101542,10.666032,26.838326
"MSTRG.10305",14.76123,17.869704,16.837708,18.028719,13.305002,12.78819,6.657803,10.731331,6.929063,8.25631,8.691676,7.733336,8.303648,7.124119,11.76153
"MSTRG.10309",4.853686,4.829466,5.378864,5.243214,4.309394,4.769347,2.956574,2.791162,2.181026,29.650324,31.021774,35.069595,0,0.073751,0
"MSTRG.1031",6.726903,10.035893,9.213562,8.834368,10.912257,10.991852,4.400156,5.203425,3.919149,4.9933,4.872478,4.129309,11.689599,9.217362,14.057686
"MSTRG.10310",14.517801,14.566446,11.115785,13.802605,13.145488,16.524643,13.37269,8.963741,12.676852,41.371919,39.938622,32.468183,1.125585,1.643484,1.586481
"MSTRG.10312",0.95684,0.883857,1.222445,1.427499,0.833791,0.891753,0.675689,0.925157,0.607765,3.024803,3.175225,2.053284,1.460395,3.974934,2.750475
"MSTRG.10315",5.658743,7.868948,2.766693,2.971049,3.785735,3.888255,1.319425,2.538628,1.443292,3.820685,1.17023,1.736909,104.67962,105.608052,138.085733
"MSTRG.10316",0.059943,0.025332,0.0474,0,0.04545,0.048979,0,0,0,9.720776,5.609829,11.763373,1.364783,2.943753,1.236455
"MSTRG.10317",0.008908,0.029717,0.02117,0.010031,0,0.012732,0,0.009364,0.005779,9.604377,4.568914,9.746264,1.163934,1.728164,0.909246
"MSTRG.1032",0.566148,0.643275,0.9986,1.329619,1.344942,2.01057,0.377515,0.166708,0.308275,3.142853,2.560845,2.366674,0.215044,0.299606,0.359259
"MSTRG.10321",55.970524,52.521424,46.155151,49.200763,42.34366,47.290645,59.038621,59.315957,43.018094,21.465519,20.640372,20.910071,33.042882,27.800161,47.991269
"MSTRG.10326",9.072256,9.981119,7.482098,8.198791,4.260868,5.718025,1.825331,3.076439,1.884285,4.591584,4.699207,4.492248,5.352829,5.349933,6.269277
"MSTRG.10327",48.181372,59.103484,47.634122,57.447557,74.758435,70.143955,18.429157,46.169289,19.730876,7.062493,6.043122,6.894528,22.720606,24.362051,36.520377
"MSTRG.10328",3.074592,1.985395,3.333454,5.864376,5.678995,6.84845,1.989384,4.029665,1.561553,2.094608,1.845812,2.443224,3.498319,3.314914,3.309363
"MSTRG.10329",4.315186,5.487035,5.67755,4.468439,1.341858,0.700578,7.141418,11.977339,5.896969,0.473653,0.178226,0.406549,0.768617,4.114908,1.707136
"MSTRG.1033",10.449968,12.39805,11.359048,11.477349,8.760899,9.477759,1.546445,1.800078,1.507423,7.267352,6.122507,5.409663,2.206357,2.497603,2.748361
"MSTRG.10335",3.009507,2.962654,2.478435,2.950842,2.259127,2.696976,1.658662,1.935832,1.368343,1.674479,1.92512,1.746911,2.481062,3.500582,3.842678
"MSTRG.10336",0.227931,0.28829,0.625464,0.430614,0.908376,0.88708,0.368633,0.200904,0.317605,0.00919,0.012134,0.051331,1.39761,1.500126,2.336041
"MSTRG.10338",0.15089,0.144983,0.178965,0.341182,0.167528,0.294268,0.235403,0.261485,0.188908,0.300408,0.094394,0.46733,1.309319,2.914244,1.562307
"MSTRG.1034",42.050661,50.966276,39.024501,37.412634,30.281945,29.208423,8.988007,11.394363,7.188236,27.678072,26.184833,29.278426,4.089418,2.569562,4.310683
"MSTRG.10341",0.263605,0.251381,0.102262,0.177788,0.110781,0.142543,0.021305,0.081067,0.024221,2.077946,1.735023,1.91722,1.350689,1.047088,2.036311
"MSTRG.10342",38.139392,46.257127,27.032508,26.9901,56.518489,59.326529,30.052756,35.445739,17.959114,28.88674,23.109,36.811784,5.006197,2.290365,10.211305
"MSTRG.10344",4.287104,4.216369,3.550247,4.560536,3.945465,6.137295,1.738188,2.519326,1.884144,0.453055,1.06462,0.695652,9.047236,7.343449,11.48233
"MSTRG.10346",27.295687,33.536312,34.926495,36.565636,26.893541,27.441132,10.46768,12.851082,8.511005,2.155957,1.429298,2.08693,6.512721,7.215744,11.723465
"MSTRG.10350",0.323685,0.28695,0.264468,0.24029,0.325746,0.36077,0.266583,0.190819,0.126471,11.795365,14.072297,9.513288,17.156873,12.521949,14.953367
"MSTRG.10351",0,0,0.172246,0,0,0,0,0,0,2.414481,2.011338,1.141513,1.214029,1.95701,0.251788
"MSTRG.10356",2.820246,2.875623,2.534242,2.515978,2.622188,2.248654,1.287395,1.202503,1.18237,1.220368,1.448866,0.94463,1.252256,1.718594,2.513474
"MSTRG.10358",8.289413,11.592572,13.823858,13.438259,7.002457,6.85542,7.270355,7.413133,5.079663,1.111032,1.25616,1.529631,8.859357,8.57198,9.568619
"MSTRG.1036",36.079388,54.258801,45.613876,45.496666,48.069645,52.19125,15.296326,21.539642,13.755321,15.600185,14.906428,13.312397,17.056675,10.307,21.111309
"MSTRG.10361",0.28918,0.203698,0.116884,0.151606,0.150483,0.128469,0.175459,0.207508,0.085349,0.16162,0.183612,0.175835,24.84225,37.912456,25.579175
"MSTRG.10362",0.153191,0.165833,0,0,0,0,0,0,0,0,0,0,3.889968,3.13754,2.23859
"MSTRG.10363",0.057422,0.06639,0.039299,0,0,0.028061,0.008525,0,0.037007,0,0,0.030819,3.85975,6.628711,2.984695
"MSTRG.10364",0,0,0,0,0,0,0,0,0,0,0.166264,0.187688,4.453069,8.736114,3.045863
"MSTRG.10365",0.209758,0.252471,0.049035,0.055358,0,0,0,0.086975,0.003576,0.210805,0.154854,0.055437,8.444673,15.470506,8.101275
"MSTRG.10366",0.523013,0.166268,0.136796,0.449751,0.06646,0.472273,0.141593,0.035904,0,0.098823,0.108319,0,22.13872,19.153082,20.413525
"MSTRG.10367",0.073791,0.112654,0.087824,0.081912,0.019383,0.022383,0.059094,0.051459,0.054141,0,0,0,13.257957,18.326039,15.933033
"MSTRG.10368",433.368094,442.437071,402.290825,404.227977,200.973672,196.749429,549.755517,925.014479,403.792677,119.746055,127.000756,125.34707,40.855136,87.669223,48.374066
"MSTRG.1037",0.54168,0,0,0,0,0,0,0,0,1744.390747,2407.946777,1564.25415,0,0,0
"MSTRG.10371",23.776666,28.392794,24.037787,26.480625,20.115041,18.627498,14.706928,24.755324,13.457083,1.33088,1.246286,1.992924,39.740252,59.574402,50.102893
"MSTRG.10372",0.680886,0.385756,0.469757,0.333992,0.116568,0.116075,0.180966,1.77643,0.187412,4.42997,3.662846,3.33065,2.839756,4.535146,4.919212
"MSTRG.10373",2.343523,3.434001,1.262798,2.222192,2.843114,3.318638,4.743878,6.395157,5.550344,79.476582,63.2294,48.940133,2.838101,1.370257,4.227907
"MSTRG.10374",53.670094,61.317618,56.317643,61.599019,61.021369,59.812881,58.753044,80.719102,48.344747,26.903629,26.367315,22.073941,110.254168,147.015806,134.638969
"MSTRG.10375",22.19479,22.775227,25.856598,26.526331,18.04175,18.701513,12.030515,17.351851,9.849773,7.657147,7.00372,7.137393,7.455217,10.340158,12.522304
"MSTRG.10376",10.763028,11.586442,11.805666,12.284889,9.072475,9.885678,3.902392,7.995106,4.173616,2.209511,3.416148,3.190028,6.490027,9.522822,12.433381
"MSTRG.10377",22.263868,24.340753,22.395808,24.551357,13.627879,15.20018,11.476237,15.721223,8.343536,10.109854,11.853133,9.373307,11.06195,20.207424,17.424938
"MSTRG.1038",0,0,0,0,0,0,0,0,0,6.452557,7.163352,4.304831,0,0,0
"MSTRG.10381",5.952276,7.758809,4.519061,5.013849,5.162017,5.351778,2.247591,1.981477,2.104007,3.162084,3.404725,2.475864,2.190863,2.623687,4.678099
"MSTRG.10386",6.049323,8.392901,8.201837,8.277272,7.308345,9.51836,11.04594,10.658424,8.916679,3.804423,3.72574,3.618176,3.766865,2.625199,9.872818
"MSTRG.10388",4.756973,7.163011,5.717995,5.998843,11.019916,13.070362,8.980145,13.994282,8.712229,3.39782,2.991004,2.326284,10.185259,9.118539,9.136064
"MSTRG.10389",145.070766,158.810554,108.8069,124.944497,161.538009,171.337707,109.120094,184.131691,78.358855,56.081723,61.588802,56.783573,89.669441,102.199534,121.714284
"MSTRG.1039",0.129177,0.145396,0,0,0,0,0,0,0,586.604184,698.40615,684.764353,1.026281,0.486112,1.653902
"MSTRG.10391",12.391216,11.821828,12.551936,12.373349,13.804958,13.967474,0.774888,0.711238,0.812402,0.91241,0.673525,0.782057,5.186899,15.531337,8.115782
"MSTRG.10392",390.736857,419.776863,384.142122,398.394782,336.514449,333.869014,397.773354,565.152303,308.445585,88.14223,100.067411,83.576515,74.860027,107.043217,121.286466
"MSTRG.10393",5.650298,6.901395,5.692663,6.596243,5.826696,6.341977,1.919885,2.606054,1.633255,3.415128,3.359448,2.928502,10.867517,9.169101,12.736197
"MSTRG.10394",16.266483,19.498048,13.644049,16.455403,20.374039,21.086786,20.06354,36.695881,23.357101,1.156095,0.382866,0.460074,6.923251,6.295005,8.918166
"MSTRG.10397",0.097827,0.095673,0.047045,0.19892,0.292435,0.25702,0.040067,0.019692,0.015023,1.881095,3.352414,1.590626,0.391535,0.300234,0.536071
"MSTRG.10398",0.58818,0.984649,0.341964,0.532743,0.298223,0.496699,0,0.148661,0,1.870895,1.905836,1.77402,0,0,0
"MSTRG.10399",1.601852,1.234499,2.088803,0.809412,1.431157,1.170444,0.922643,0.528481,1.10314,0,0,0.139003,3.684633,6.056585,3.780154
"MSTRG.104",1.342251,1.589502,0.855822,1.112736,1.472039,1.638781,0.785128,1.866783,0.670301,1.911497,2.128906,2.170298,2.455054,3.358616,2.791714
"MSTRG.1040",83.318367,106.066978,94.301849,96.385277,99.157745,96.350136,47.809734,72.00663,43.255047,51.048084,55.121601,40.222588,61.967728,70.450249,91.457458
"MSTRG.10400",3.494903,4.362108,3.730466,4.089386,4.177529,4.828177,2.25949,7.050813,2.461903,6.395103,6.823915,5.27827,4.805694,4.868366,5.782768
"MSTRG.10401",5.009768,5.091718,5.127574,5.624251,1.206044,0.401209,1.730476,4.864172,0.878556,0.187125,0.642198,0.450458,0.725044,0.351475,0.41281
"MSTRG.10402",35.43916,42.268439,30.702673,33.057408,31.91728,34.844407,15.560669,24.453017,15.94818,13.585228,13.974147,11.15893,20.946451,23.448555,32.519985
"MSTRG.10404",9.592937,12.819152,8.462241,10.122848,20.574024,22.76969,8.784294,7.73468,7.613946,6.774033,5.230275,5.186199,20.22571,23.718012,29.077023
"MSTRG.10405",0.371286,0.78394,0.19108,0.194966,0.266234,0.595235,0,0.178246,0,0.126995,0,0.119177,1.206655,1.171586,1.359951
"MSTRG.10414",0.023437,0.021117,0,0.015866,0,0.011297,0.013,0.008548,0.003588,6.772128,7.793906,4.134111,0.013092,0,0.02603
"MSTRG.10415",7.356586,8.422179,6.280899,7.274271,9.017308,9.955589,8.389982,13.098269,8.439671,7.84468,9.155083,7.344588,7.959797,9.261001,11.213587
"MSTRG.10416",23.132065,26.017671,22.028718,27.131999,23.187374,26.62137,21.54176,24.867358,15.556026,152.686367,237.87854,158.934128,22.844969,31.251209,44.887054
"MSTRG.10417",0,0,0,0,0,0,0,0,0,2.228913,2.102952,2.726381,0,0,0
"MSTRG.10418",12.170753,13.920347,10.823359,11.877531,12.208173,13.504687,6.669649,11.68113,6.519422,14.342442,14.7256,13.657853,8.100176,11.798179,12.259426
"MSTRG.10419",0.005601,0.008492,0.013293,0.002916,0.00201,0.01616,0.005511,0.010637,0.000215,2.857233,2.832458,1.754017,0.077974,0.04797,0.06536
"MSTRG.1042",5.868632,5.961486,6.929667,6.096728,5.326277,5.344463,5.316788,5.249144,4.002913,2.416287,2.825022,2.087772,3.991323,2.661334,4.785787
"MSTRG.10420",408.866571,431.498373,414.562096,428.237086,456.169527,439.50286,199.207104,304.08224,185.619875,79.622156,114.748358,107.84046,253.667411,251.833683,434.69281
