,C9,I9,C11,I11,C16,I16,I1,I2,I3,L1,L2,L3,B1,B2,B3
"MSTRG.1131",1.080641,1.499978,1.425958,1.836425,0.841205,1.022073,0.418539,0.974171,0.544796,3.237292,3.786835,3.073109,3.368974,1.823087,4.729735
"MSTRG.11310",21.761102,24.648486,20.867327,21.381056,26.02968,26.347253,26.409463,26.858935,18.047119,14.579529,15.155505,14.628676,15.896043,27.180026,21.093111
"MSTRG.11312",0.925638,0.648027,0.536956,0.611857,0.326646,0.338289,0.124627,0.315685,0.247972,1.907002,2.048647,2.375298,0.609519,1.01078,1.256069
"MSTRG.11313",0,0.101559,0,0,0,0,0,0,0,2.897666,2.085869,2.532045,0.302815,0.35051,0
"MSTRG.11315",0.734662,0.764454,0.910258,1.352873,0.983038,1.27605,0.361717,0.605159,0.396164,1.036005,1.715946,1.309304,6.453106,8.132508,7.568718
"MSTRG.11316",0.053681,0.037728,0.025085,0.038414,0.032151,0.116136,0.010508,0.074354,0.007041,9.478414,13.392377,14.465958,1.050477,2.151256,0.685391
"MSTRG.11318",22.31232,22.425812,16.595115,19.146871,32.326611,31.841744,8.580275,19.225982,9.709924,9.996032,10.040577,8.944296,42.972333,49.076183,64.866236
"MSTRG.11319",3.316046,3.144338,1.609501,1.824469,2.250594,2.670878,1.902351,2.586257,1.996579,0.649216,0.598787,0.759447,9.02254,10.669448,9.123769
"MSTRG.11320",2.589927,2.463336,2.401402,4.172971,3.463519,4.345338,3.770496,1.524485,2.622696,0.194314,0.313428,0.133843,17.310949,26.58077,17.613911
"MSTRG.11321",2.082994,2.562398,1.204603,1.385743,2.808196,3.102005,0.360081,0.675483,0.482421,1.179163,0.934519,1.202813,0.804832,0.210655,0.9662
"MSTRG.11322",9.011395,8.7309,7.158695,8.809725,8.677071,9.591211,4.514198,5.57963,3.661125,4.575376,6.771779,4.578631,3.783856,6.413449,4.448382
"MSTRG.11323",7.208155,6.772304,7.291225,7.762959,5.794384,5.82045,3.320255,4.015597,2.399704,5.290033,4.75598,5.791235,9.801467,15.04359,14.601901
"MSTRG.11324",5.580432,6.398993,4.722008,5.50052,5.631244,5.405596,2.889145,2.061848,2.595216,2.488097,2.916976,2.501401,4.390124,4.497021,6.786835
"MSTRG.11326",15.61115,18.885272,13.206482,13.548622,15.715492,16.302994,5.415092,7.983189,5.116855,38.199685,38.942492,29.068528,10.162912,12.931373,15.616623
"MSTRG.1133",1.751522,1.899793,1.437844,2.081377,2.192077,2.169457,0.434999,1.064038,0.462234,55.076658,58.966154,46.528652,1.155823,1.222731,1.225044
"MSTRG.11331",0.129642,0.219082,0.094005,0.228669,0.109641,0.108983,0.365885,0.746133,0.388445,0,0.019258,0,7.901293,7.645865,8.547609
"MSTRG.11334",8.370875,8.154539,2.377428,3.884876,6.249473,7.054513,1.062776,1.687559,0.79662,0.041076,0.024728,0.033155,0.222609,0.191853,0.223787
"MSTRG.11335",17.761448,20.800812,16.653044,17.032492,17.610636,18.990134,13.529312,18.903017,15.970502,7.479534,6.625354,5.642349,8.97678,10.341632,10.490579
"MSTRG.11336",9.39805,10.419432,9.389459,10.816633,11.315126,13.672764,6.360106,11.710483,6.718085,9.788224,8.517841,8.538455,2.694119,3.213923,4.576491
"MSTRG.11338",56.930285,59.379609,63.500401,68.380489,50.976528,47.810814,43.564147,64.04345,38.496074,22.393252,20.276178,18.816595,25.510408,32.824584,42.805128
"MSTRG.11341",4.843698,3.622298,4.70822,5.467988,2.593939,1.877475,0.721705,0.736491,0.67718,0,0.120901,0.491784,0.700613,3.929051,1.496782
"MSTRG.11344",104.723373,109.627884,109.394974,112.121239,115.492989,111.522141,200.127716,320.800812,150.76947,40.321373,40.300762,42.961975,372.098358,515.623535,674.335144
"MSTRG.11345",0.186842,0,0,0,0,0,0,0,0,1.765176,3.892508,1.538157,0,0,0
"MSTRG.11347",0,0,0,0,0,0,0,0,0,4.241928,3.791742,4.524446,0.316697,0.953237,0.287294
"MSTRG.11352",0.15321,0.244236,0.264388,0.23257,0.27819,0.490678,0.18837,0.191251,0.214617,0.179326,0.186227,0.234266,10.567117,9.277044,17.344701
"MSTRG.11354",0,0,0,0,0,0,0,0,0,3.637746,5.480335,3.993003,0.059935,0.312327,0.211263
"MSTRG.11358",0.066195,0.077965,0.113564,0.1642,0.065524,0.150585,0.028864,0.014171,0.016323,0.037896,0.121859,0.086363,13.517434,16.317024,14.736755
"MSTRG.11359",3.392865,4.657174,3.709826,3.922694,4.33276,4.738934,2.794757,3.982795,2.470149,3.916654,4.040041,3.993444,4.982616,6.714909,8.057668
"MSTRG.1136",19.676804,22.74936,20.883085,21.900325,12.129494,12.821468,8.034354,11.084684,6.291757,9.249194,9.8897,8.676795,16.179937,19.51101,23.123958
"MSTRG.11361",0,0,0,0,0,0,0,0,0.010476,3.211919,2.53728,1.975098,0.023105,0.431909,0.249873
"MSTRG.11364",78.521057,98.209953,101.811485,98.313515,97.518929,114.375237,20.385723,116.959244,18.277021,49.938343,50.131062,47.026531,14.728972,13.552646,14.785218
"MSTRG.11365",0,0.001647,0,0,0.015675,0,0,0,0,5.343556,17.36974,8.201601,0.066036,0,0
"MSTRG.11366",0,0,0,0,0,0,0,0,0,3.438446,2.417155,1.55409,0,0,0
"MSTRG.11367",0,0,0,0,0,0.013389,0,0,0,7.820203,15.608853,6.798772,0.606944,0.720867,0.662576
"MSTRG.11370",4.852976,5.146154,2.941106,2.848473,6.982532,5.358941,6.415519,7.115825,6.671035,0,0.008745,0.006126,39.038819,44.041265,51.71642
"MSTRG.11371",0.06336,0.083762,0.021628,0.025937,0.007716,0.014904,0.005375,0,0,0.006134,0.004902,0.013257,2.989079,6.172763,1.800022
"MSTRG.11372",0.11679,0.114882,0.232941,0.07935,0,0,0,0,0,0,0,0.033907,3.992627,8.531773,2.271003
"MSTRG.11373",0.095745,0.123057,0.056271,0.023028,0.05591,0.071051,0.003134,0,0.003157,0.006643,0,0.006031,4.144746,7.399261,2.570748
"MSTRG.11374",0.078972,0.069387,0.035751,0.019282,0.019368,0.038029,0,0,0,0.013739,0.003132,0,4.062888,8.023617,2.232482
"MSTRG.11375",0.098225,0.076947,0.042779,0.0257,0.027525,0.010787,0,0,0,0.001747,0.007501,0,4.408052,8.463719,2.578206
"MSTRG.11376",0.1565,0.117395,0.047001,0.031956,0.042822,0.032775,0.001726,0.004245,0,0.00436,0.003437,0,4.525814,9.026568,2.815772
"MSTRG.11377",0.090715,0.069272,0.048971,0.061925,0.023226,0.018513,0.002889,0,0,0.005617,0.004743,0.004657,3.627639,8.251822,1.998242
"MSTRG.1138",12.392665,17.676247,16.946772,17.857832,13.549471,15.717231,6.179279,9.808533,5.078927,3.990785,4.307899,3.665534,6.360927,4.252025,8.070886
"MSTRG.11381",0,0,0,0,0,0,0,0,0,3.036381,3.513287,1.770541,0,0,0
"MSTRG.11382",0,0,0,0,0,0,0,0,0,6.546261,7.416422,3.073124,0,0,0
"MSTRG.11385",10.478839,9.545019,8.875585,9.860999,8.758938,9.706211,3.953803,6.098856,3.988544,3.086299,3.061799,3.062342,10.754653,16.773236,18.81513
"MSTRG.11388",2.997902,3.129223,3.403555,3.309996,1.622707,2.362133,2.440545,4.485517,2.60184,0.09185,0.116008,0.072693,0.16308,0.25581,0.173167
"MSTRG.11389",8.311331,12.266682,8.438271,8.394851,11.055197,11.115802,8.206718,10.268527,7.060476,0.204246,0.208294,0.219838,2.327971,1.031352,4.649352
"MSTRG.1139",45.781222,63.764868,51.507457,55.373108,44.078749,50.138003,18.800318,34.215299,18.328356,29.209816,27.47229,23.030682,29.038921,29.422571,44.540692
"MSTRG.11390",0.541184,0.918286,0.763928,1.196501,2.306763,2.795113,2.737952,6.338931,2.555949,0.0902,0.139744,0.094445,2.213918,2.547211,2.783941
"MSTRG.11394",13.450088,15.528274,12.231998,12.888092,9.964135,12.118342,12.340116,16.996507,10.836329,2.872811,3.319232,2.789153,7.912726,10.88249,9.837718
"MSTRG.11395",2.502379,2.132012,1.755037,2.10739,1.85346,1.912787,0.650733,0.964051,0.582074,1.347696,1.15286,1.096993,1.32726,1.732922,0.927428
"MSTRG.11396",7.703276,7.520771,5.101804,6.298293,5.596795,6.936122,3.839564,6.705575,4.832628,6.562756,5.852133,5.002256,3.686844,4.51304,6.420883
"MSTRG.11397",5.230472,5.315902,4.412526,4.910358,4.076644,4.603296,2.837376,3.910201,2.852508,4.818622,5.170201,3.971572,3.504724,7.246418,5.556817
"MSTRG.1140",2.111361,3.075169,2.677541,2.007932,2.020552,2.603114,0.774333,1.043066,0.941631,0.404377,0.258857,0.655161,0.811299,0.394407,1.297819
"MSTRG.11401",0.603467,2.571482,0.472438,1.953749,2.188952,2.179289,0.825413,1.376701,0.285864,23.450949,26.031578,21.320956,7.603822,6.091827,8.920148
"MSTRG.11402",0.043469,0.031907,0.017241,0.020268,0.016036,0.025024,0.005445,0,0.002002,2.695546,1.817405,1.996539,0.388441,0.470739,0.3105
"MSTRG.11403",0.034105,0.044749,0.012521,0,0,0,0,0,0,2.664963,1.832119,1.853448,0.273875,0.43506,0.276451
"MSTRG.11404",0.031845,0.073853,0.042468,0.024606,0.022878,0.026211,0.002269,0,0,3.874187,2.551804,3.093066,0.474453,0.604327,0.369366
"MSTRG.11405",0.049397,0.060654,0.046424,0.024154,0.02493,0.024454,0,0,0,3.351025,3.723981,1.983766,0.494387,0.679022,0.375792
"MSTRG.11406",1.148602,0.650955,1.331907,1.206186,1.50351,1.254654,0.328592,0.347899,0.310148,0,0,0,7.928227,4.958514,8.989899
"MSTRG.11407",3.236046,4.225863,2.748724,2.818156,6.01109,6.669811,4.645153,5.965049,5.640761,2.889185,2.824397,2.450702,2.504345,2.242439,5.766647
"MSTRG.11408",27.511297,26.449843,25.268309,27.277982,15.918123,17.310226,19.847681,22.732486,17.435654,12.678102,13.172797,11.711874,8.216024,13.198224,14.043898
"MSTRG.11409",11.245762,9.599073,17.753106,16.570657,11.863857,10.63674,5.256549,9.736645,8.925824,4.771874,4.927651,5.242409,6.521395,12.397584,8.488887
"MSTRG.11413",12.211161,16.871407,10.841676,11.309605,9.7599,11.542375,10.024572,7.55304,9.608604,5.083759,5.984859,6.199129,16.756142,21.868185,28.616602
"MSTRG.11415",7.584762,9.219,3.817182,6.373605,14.593447,15.141833,12.782952,12.711194,10.681284,2.90544,5.69631,2.974902,16.852592,20.273735,16.703983
"MSTRG.11418",3.241972,3.126711,1.437119,2.126391,4.375198,4.303035,0.805936,1.741343,1.065077,5.213571,4.195682,3.312506,20.593403,20.177929,28.747236
"MSTRG.11419",2.463315,2.952592,0.9161,1.345538,2.739875,3.579052,0.59744,1.468732,0.930889,5.525548,4.660917,4.835238,17.234065,18.96937,23.943009
"MSTRG.1142",8.664785,10.246865,10.159585,12.891175,10.30634,13.063722,3.487379,5.427379,2.792889,8.588896,13.431151,10.456231,14.301237,11.869409,19.685992
"MSTRG.11421",1.488659,1.420253,1.211966,1.194317,0.918184,0.789523,1.333761,1.438172,0.806388,0.035757,0.043626,0.130858,22.528219,24.943767,36.972872
"MSTRG.11425",11.515511,12.749493,11.37002,13.92089,21.395933,32.042087,12.242482,24.756093,11.979091,5.832502,6.788774,5.899538,24.413982,24.355575,74.13903
"MSTRG.11429",2.943936,2.898361,2.05244,3.188688,3.506478,3.013324,2.271439,2.711858,2.45929,0.902728,0.751474,0.798917,4.873753,5.95901,8.377577
"MSTRG.1143",0,0,0,0,0,0,0,0,0,4.562086,1.442894,2.851955,0,0,0
"MSTRG.11434",40.769633,47.611004,37.40424,42.226433,39.709358,45.161431,24.850992,39.862019,21.17221,38.387762,40.349842,30.329337,33.21777,36.667993,48.259868
"MSTRG.11435",3.131491,3.574817,4.525656,5.49444,6.131812,5.637557,5.766367,7.24254,5.599044,1.239984,1.686795,1.400415,17.580443,15.604388,22.447318
"MSTRG.11436",17.848344,20.34048,12.374638,14.395658,15.274119,15.780963,8.905227,10.096672,7.003153,11.971222,10.320825,10.882995,14.15852,19.93598,16.904637
"MSTRG.11445",0.029838,0.006232,0.010313,0.036832,0,0,0.027928,0.008612,0.040202,0,0,0,24.74275,28.069951,30.651341
"MSTRG.11448",6.190447,6.117604,5.100626,5.683363,5.031264,4.211797,2.056856,2.143055,1.40017,2.176683,2.817277,2.022063,1.069752,1.272507,1.611535
"MSTRG.11449",8.87478,9.697574,9.008946,9.043318,10.843638,9.473435,5.856909,10.421857,4.453955,5.173387,7.792529,4.704045,5.55592,13.141093,9.870161
"MSTRG.11451",0.032251,0.052758,0.004185,0.010794,0,0.007769,0,0,0.008811,2.954237,2.896521,1.55581,0.162526,0.226831,0.151664
"MSTRG.11454",32.743222,27.99934,23.282242,28.165823,40.01238,42.862661,13.756197,12.555037,9.687715,0.055134,0.017313,0.024818,2.52567,1.875958,4.656474
"MSTRG.11459",0,0.04589,0,0,0,0,0,0,0,11.038981,6.22578,1.761608,0.223995,0.458676,0
"MSTRG.11465",0,0,0,0,0,0,0,0,0,0,0,0,12.286951,29.930173,8.769782
"MSTRG.11466",0.057581,0.033648,0.040906,0.059021,0.038711,0.00853,0.055562,0.05978,0.073517,0.008381,0.080372,0,10.948765,11.9627,12.100983
"MSTRG.11467",13.676745,13.994178,9.866476,11.943698,14.642822,14.320231,4.461079,6.775406,4.330292,8.218286,9.121341,6.793493,38.02914,39.55578,68.088291
"MSTRG.11482",0,0,0.042261,0,0,0,0.014326,0,0,0,0.020887,0,19.03734,24.410335,21.942366
"MSTRG.11483",1.221446,1.247382,0.878342,1.195673,0.949867,1.644508,1.257998,1.399791,1.428468,0.106091,0.08443,0.021841,0.216797,0.223505,0.179108
"MSTRG.11484",21.486332,21.589386,22.400829,22.296043,22.294624,19.341148,2.309007,2.378723,1.964186,2.140714,2.111621,2.239459,5.22046,9.115225,8.127857
"MSTRG.11487",0.94917,0.939073,0.633497,0.926079,1.101937,1.689654,0.122433,0.143064,0.096984,0.36448,0.401903,0.265127,2.648245,3.038795,3.318258
"MSTRG.11491",0,0,0,0,0.01788,0.009849,0.217567,0.094221,0.144097,0,0,0,2.7614,3.718927,3.739185
"MSTRG.11495",30.433953,33.016097,26.675219,29.329264,21.623289,24.224405,16.197185,24.546139,16.080117,10.487694,9.835674,9.660001,8.034706,10.706161,8.915738
"MSTRG.11496",14.761357,16.354692,14.238256,15.487071,13.864482,13.879627,23.403646,37.659893,22.024007,7.129104,7.853992,7.021173,9.396059,8.034992,12.614262
"MSTRG.11497",26.864374,33.259304,16.81073,18.507839,23.233433,23.634083,7.901402,10.158204,5.884821,2.770668,3.758758,2.695498,3.491652,4.937788,5.327831
"MSTRG.11498",1.495661,1.949237,1.69161,1.567066,1.60993,1.488741,0.528307,0.688963,0.546623,0.279041,0.457329,0.536216,1.398261,1.69551,1.388781
"MSTRG.11499",0,0,0,0,0,0,0,0,0,0,0,0.02553,18.164854,24.258196,20.56925
"MSTRG.11500",0.457947,0.339558,0.462848,0.410151,0.503125,0.623971,0.251129,0.204383,0.220846,0.406424,0.627004,0.509888,21.96145,22.2632,25.849525
"MSTRG.11501",0.040009,0.067374,0.005284,0.038136,0.026306,0.07064,0.072581,0.060618,0.046525,0,0.012859,0.005654,13.669291,13.931856,11.844245
"MSTRG.11507",74.853287,82.313716,59.609975,64.619926,80.155853,79.204285,59.997135,61.843408,48.722667,70.398829,84.025074,76.595976,7.522655,9.282253,11.594917
"MSTRG.11508",3.329859,3.801639,2.05332,2.131122,2.590959,2.781486,1.890149,1.808647,1.411882,0.507758,0.298917,0.35606,5.236764,8.185809,7.481893
"MSTRG.11512",58.88953,65.872355,53.450752,58.285253,76.018437,81.54736,90.554953,119.654712,83.898943,30.911979,31.275558,38.105194,37.094205,44.942859,61.115777
"MSTRG.11513",6.105656,9.29684,7.937905,8.855212,8.094363,8.50832,6.753437,7.900873,5.45568,3.297978,4.678712,2.903545,17.831591,21.172648,18.833001
"MSTRG.11517",0.237921,0.371304,0.213779,0.272863,0.226787,0.33558,0.097551,0.116584,0.05842,11.765409,11.991937,10.318409,0.549704,0.766149,0.574021
"MSTRG.11518",0,0,0,0,0,0,0,0,0,5.862844,9.887851,11.611529,0,0,0.248549
"MSTRG.11522",33.746273,37.537575,33.486797,37.867878,46.56245,47.868206,24.365252,41.010826,23.720835,18.020292,17.475416,16.189341,27.983845,32.269794,43.747536
"MSTRG.11523",8.817313,11.817729,9.948317,11.948086,12.634052,14.659913,3.432661,7.984288,3.926191,4.339039,5.036343,3.891445,12.799521,13.442821,14.846201
"MSTRG.11524",36.251596,38.476083,31.959813,33.013372,45.574607,29.509161,27.503976,30.914583,26.062949,10.750034,9.668829,8.695975,11.973878,14.029038,16.825701
"MSTRG.11529",11.843739,13.969356,14.154221,14.71006,12.251832,11.750894,3.802965,5.820629,3.327348,15.572942,15.845581,14.064091,17.183694,22.783904,22.588307
"MSTRG.11534",1.857854,1.567299,1.126837,1.216417,0.761997,0.660645,0.716453,1.115035,0.490658,1.058428,1.482531,1.238993,0,0.163583,0.236695
"MSTRG.11535",102.626999,130.68708,101.269735,106.457146,113.516767,116.354418,64.487293,80.348268,53.980239,79.179139,88.789394,69.125572,35.818901,46.581167,60.9468
"MSTRG.11536",4.698324,5.130459,4.772747,5.403455,6.256457,6.778309,2.909037,3.071692,1.834773,3.729142,4.206015,3.79097,5.406795,11.291169,10.526406
"MSTRG.11538",0,0,0,0,0,0,0,0,0,0,0,0,3.489743,3.103056,15.40002
"MSTRG.1154",0,0.042874,0,0,0,0,0,0,0,17.339632,19.947443,17.647087,0,0,0
"MSTRG.11540",6.546204,7.577187,5.515685,5.165993,6.140051,7.125696,1.54105,2.767244,1.363534,5.800453,5.742812,5.361827,27.491755,29.237738,42.053627
"MSTRG.11541",13.228295,19.229347,13.060369,6.133286,11.368033,4.08813,2.765391,3.108423,2.46158,0,0,0.311027,1.657762,1.120683,1.743858
"MSTRG.11542",0.32138,0.208935,0.223683,0.294106,0.49584,0.45792,0.637588,0.391305,0.53769,0.019314,0.018946,0,20.747671,23.689756,34.06007
"MSTRG.11543",0,0,0,0,0.065803,0,0.073553,0,0,0.215704,0,0,18.82206,37.044452,23.619592
"MSTRG.11544",0.228767,0.322266,0.306505,0.079478,0.180075,0.127039,0.228928,0.14553,0.173678,0.35553,0.077413,0.194722,20.515747,26.358236,17.372269
"MSTRG.11545",0.340256,0.261785,0.264807,0.319721,0.717156,0.768789,0.355479,0.305328,0.338484,0.052338,0.033554,0.061402,15.138451,17.262589,25.616941
"MSTRG.11546",0.023386,0.027999,0.016101,0.027601,0,0.009863,0,0,0.003477,0,0,0,2.857342,4.955158,2.060629
"MSTRG.11547",0.013583,0.020342,0.01761,0.009845,0.014876,0.008305,0,0,0.001327,0,0,0,3.645416,6.212246,2.598662
"MSTRG.11548",0.015329,0.017112,0.007592,0.019398,0.010487,0.01072,0,0,0.000531,0.006014,0.005658,0.001679,4.103692,7.27819,3.021485
"MSTRG.11549",0.024816,0.018717,0.013799,0.009194,0.018056,0.006955,0.002794,0,0,0,0,0,4.895336,7.634721,3.713977
"MSTRG.11550",0.03354,0.016773,0.010854,0.024438,0.027061,0.004934,0.003318,0.004092,0.000782,0,0,0,4.103409,7.129374,3.453374
"MSTRG.11553",6.746431,6.496236,4.613241,5.13019,6.352174,7.233505,3.351157,8.785721,2.514707,18.061823,17.309723,18.209309,9.079837,24.234022,16.448463
"MSTRG.11554",8.340987,8.892138,10.333412,8.073181,7.272955,7.809474,4.714954,5.972033,3.656109,14.432508,14.617475,9.105195,5.225715,6.463491,9.421632
"MSTRG.11555",40.471912,47.123196,25.751671,27.682676,32.199911,26.716555,16.70903,20.426379,13.309078,3.88609,5.000198,3.814632,10.559622,11.786524,20.058166
"MSTRG.11556",0.445794,0.749078,0.218749,0.430753,0.336831,0.301862,0.175422,0.243893,0.212817,1.305762,1.160545,0.957243,4.428845,8.392633,7.816187
"MSTRG.1156",0,0,0,0.015403,0,0,0,0,0,6.651294,5.30119,5.804031,0,0,0
"MSTRG.11560",11.280532,11.918455,9.665077,10.960192,12.811138,14.648964,4.614038,6.255096,4.879693,4.160001,3.929718,3.9074,11.844886,13.125484,16.271856
"MSTRG.11561",330.805062,324.157945,347.231042,374.331909,345.579801,303.258073,354.81464,344.549493,246.74921,321.560763,298.048298,349.186046,139.379929,472.509581,233.419768
"MSTRG.11566",4.48585,5.742621,3.777934,5.587633,5.73679,7.349656,2.764375,4.861456,3.207212,10.746571,10.214794,8.881928,25.545197,26.933589,22.106359
"MSTRG.11568",12.908749,19.037195,17.009056,16.095846,19.176107,18.721205,3.417047,5.654589,2.465487,28.409594,32.155151,33.125793,4.851902,6.456898,8.339448
"MSTRG.11569",1.528409,1.567404,1.400749,1.920003,2.265678,2.989525,0.653061,0.653884,0.721128,25.82127,27.977167,21.530859,32.536697,26.381618,39.095303
"MSTRG.1157",0.056484,0.257625,0,0.038774,0,0,0,0,0,611.883081,578.663482,432.453366,0,0,0.04089
"MSTRG.11574",21.141387,34.018853,21.729829,23.438781,23.224632,26.979251,12.227993,22.810384,12.141241,7.557899,7.947959,8.025574,16.46756,8.679102,17.455031
"MSTRG.11575",0.737584,0.724161,1.019455,0.556651,0.42273,0.563982,0.383001,0.709623,0.376298,1.881336,1.631623,2.475824,0.754506,0.502534,0.686681
"MSTRG.11577",0.697686,0.606811,0.463225,0.456083,0.332253,0.295633,0.089756,0.119276,0.094791,1.260331,1.568334,1.12823,1.12563,1.065204,1.109543
"MSTRG.11578",11.207127,13.574599,11.326251,11.58273,11.560521,12.326108,6.217555,7.831255,5.609228,10.303199,11.673742,9.932653,9.32211,13.011209,11.45164
"MSTRG.11579",228.8005,237.644088,233.209583,238.776267,190.621646,189.350031,229.973597,307.581509,176.610557,69.689121,68.301945,61.866988,40.751177,65.061272,63.16045
"MSTRG.1158",0,0,0,0,0.023699,0.006337,0,0,0,20.475857,18.63113,14.059854,0.033247,0.075264,0.057374
"MSTRG.11581",22.249089,27.552691,20.095741,24.004947,25.693769,27.666782,11.780409,19.143924,11.190733,15.350233,18.401072,13.144182,16.555486,19.006307,23.320832
"MSTRG.11583",15.816773,16.242252,12.44707,13.599919,12.611682,13.565456,9.192698,14.308714,8.630172,2.181361,2.471089,1.86208,15.932256,18.952324,25.856209
"MSTRG.11585",0.2771,0.282438,0.15866,0.264697,0.385844,0.466699,0.146435,0.177976,0.19356,0.101142,0.287907,0.022379,2.575346,3.270261,4.405128
"MSTRG.11586",2.605502,2.79858,2.706678,2.806179,3.266091,3.453683,2.054923,2.538411,2.024638,3.257256,3.021372,2.944791,1.837893,1.756069,3.219498
"MSTRG.11588",0.291164,0.371819,0.269975,0.281817,0.39822,0.328389,0.05085,0.104409,0.046766,0.009526,0.004185,0.013181,1.020593,3.626271,1.595154
"MSTRG.11591",48.084236,46.121624,79.825424,81.079559,57.674778,54.851627,34.764568,28.472174,24.253027,11.241444,13.654403,11.820154,46.560688,63.484966,70.913284
"MSTRG.11592",9.467781,11.01023,10.160451,10.53254,3.278156,4.271951,4.342656,3.414338,2.520843,2.510455,3.011072,4.084396,0,0,0
"MSTRG.11593",12.910372,14.787991,10.922874,11.786601,9.88946,9.928347,9.499549,10.305112,9.830899,5.136879,4.622097,8.110436,13.904916,14.772001,18.289436
"MSTRG.11595",4.36922,3.5194,3.665657,4.435455,7.07433,8.402536,2.056574,1.709016,1.854835,0.747786,0.819326,0.567762,3.485536,5.855329,4.94362
"MSTRG.11596",0.580801,0.739136,0.525619,0.247849,0.383995,0.213726,0.110798,0.190014,0.142093,2.475418,3.06363,2.391675,2.219715,2.727897,2.045889
"MSTRG.11597",14.27218,15.77964,10.464267,11.802905,12.525656,14.513206,7.344562,10.700007,8.539799,13.533693,16.978264,13.754974,9.300096,17.455698,15.290711
"MSTRG.11598",11.989731,12.150007,10.418704,10.813371,6.611156,7.048338,4.850369,6.148855,3.714993,3.147375,2.149019,2.615099,6.5854,8.764255,8.747205
"MSTRG.11599",2.226037,2.09464,1.162694,1.176372,1.053335,1.305759,0.264465,0.870574,0.34727,0.826212,1.128509,0.866544,1.737454,3.13811,1.494087
"MSTRG.11601",2.498226,2.759926,2.109373,1.953899,3.148024,2.820189,1.818172,3.398285,1.949707,0.009337,0.105048,0.023664,19.013953,25.843315,18.215448
"MSTRG.11604",0.749931,0.428918,0.712725,0.628244,1.304586,1.625356,0.140225,0.279764,0.166177,10.493138,9.76304,15.907919,0.23973,0.268629,1.409028
"MSTRG.11607",14.565836,16.333242,15.802859,15.403263,16.791574,19.118276,8.846082,17.071682,9.978916,8.273919,11.735594,12.761746,11.142671,13.816841,14.314584
"MSTRG.11608",0.449777,0.612546,0.997195,1.136575,0.224279,0.407329,0.233618,0.63761,0.188882,0.234376,0.131938,0.358221,1.005125,3.056847,1.836416
"MSTRG.11609",38.248886,52.555422,57.823182,59.105883,55.665759,52.479597,38.882301,62.07651,33.06773,23.736315,29.992724,25.377367,37.171353,37.023099,39.251723
"MSTRG.11612",153.661926,165.501236,157.807449,162.210663,130.761948,126.1903,252.961105,283.971863,188.770737,59.163948,62.620106,60.754986,40.634399,49.550133,63.407131
"MSTRG.11613",0.155344,0.176505,0.12998,0.132243,0.083067,0,0.040989,0,0.017435,0.034844,0,0.063368,43.340039,52.487554,54.625438
"MSTRG.11619",24.395711,28.18247,22.935295,27.314924,17.088254,15.682276,9.393636,12.200499,7.173498,7.532294,8.742858,7.270491,14.584945,18.088656,23.728756
"MSTRG.11620",0.134911,0.087131,0.102346,0.236695,0.162891,0.192383,0,0.169213,0,2.204268,2.884061,2.315234,0.871993,0.944616,0.81364
"MSTRG.11621",0.215417,0.11688,0.123743,0.612681,1.117726,0.882745,0.341488,1.031375,0.322816,64.828536,77.272625,51.889922,0.487559,0.734788,0.85444
"MSTRG.11624",9.407791,12.877165,9.805303,10.986445,10.603916,10.497318,4.89403,7.466255,4.934231,4.036098,3.967356,3.21159,6.05173,5.581764,6.737582
"MSTRG.11626",93.638779,106.165039,111.318733,115.880157,107.655052,107.886909,37.935078,63.029144,36.761253,51.992264,42.189203,44.579752,63.253334,50.769287,105.828253
"MSTRG.11628",4.136137,4.616868,3.697554,4.261983,4.312915,3.955413,1.747823,4.69597,1.415424,4.9917,4.814976,4.219951,23.406717,11.586076,31.643458
"MSTRG.11629",7.182651,7.782587,6.877031,7.107221,6.758035,7.16676,2.337711,4.413978,2.138208,4.731895,3.643318,5.127217,4.743404,6.577851,5.878941
"MSTRG.11631",31.961338,39.162493,20.963873,26.429423,30.055811,27.138324,8.901131,21.101636,8.306498,5.101757,6.339799,4.669603,11.256188,11.054904,8.811656
"MSTRG.11632",0.150199,0.155114,0.087438,0,0.234562,0.174662,0,0.012885,0.009846,0.277615,0.332212,0.305809,2.916319,2.563471,1.02783
"MSTRG.11634",5.302328,5.780113,6.225133,6.332929,3.777337,4.971698,2.307386,2.169512,2.189098,4.145082,3.723356,3.497862,6.585697,6.133287,9.268687
"MSTRG.11636",0.596679,0.815068,1.551118,2.272183,2.239801,2.138572,2.846577,4.469521,2.66967,0.320669,0.519059,0.260847,3.538671,3.421566,3.60294
"MSTRG.11637",6.747103,10.183867,6.817729,6.780634,8.310411,8.988981,3.634652,6.251288,3.986375,11.437325,9.187931,9.299463,6.562197,8.934101,11.948759
"MSTRG.11638",1.449942,2.171882,1.438178,1.354365,1.679797,1.772071,0.448758,0.763801,0.499687,1.774948,1.661615,1.382592,1.94958,2.41547,3.138816
"MSTRG.11639",0.378346,0.381072,0.598906,0.623507,1.820808,3.112921,1.192279,1.418588,0.882421,517.746761,580.466832,457.738215,0.018517,0,0.045128
"MSTRG.1164",4.237065,4.430511,3.077683,3.06159,2.923733,3.049655,1.068587,1.682672,0.999023,2.276093,1.892717,1.846036,2.163212,2.825455,3.516916
